filename;width;height;depth;name;pose;truncated;difficult;xmin;ymin;xmax;ymax
IMG_20190305_160228.jpg;4608;3456;3;03001210;Unspecified;0;0;1384;725;1911;1445
IMG_20190305_160228.jpg;4608;3456;3;03001210;Unspecified;0;0;1933;746;2425;1446
IMG_20190305_160228.jpg;4608;3456;3;label_03001210;Unspecified;0;0;1583;1493;2235;1801
IMG_20190305_160228.jpg;4608;3456;3;03001211;Unspecified;0;0;2471;724;3000;1453
IMG_20190305_160228.jpg;4608;3456;3;03001211;Unspecified;0;0;3003;723;3547;1452
IMG_20190305_160228.jpg;4608;3456;3;label_03001211;Unspecified;0;0;2617;1486;3272;1809
IMG_20190305_160228.jpg;4608;3456;3;03001220;Unspecified;0;0;3542;912;4072;1444
IMG_20190305_160228.jpg;4608;3456;3;03001220;Unspecified;1;0;4049;911;4608;1440
IMG_20190305_160228.jpg;4608;3456;3;label_03001220;Unspecified;0;0;3828;1487;4498;1808
IMG_20190305_160228.jpg;4608;3456;3;03001220;Unspecified;0;0;3551;383;4107;924
IMG_20190305_160228.jpg;4608;3456;3;03001220;Unspecified;1;1;4079;375;4608;921
IMG_20190305_160228.jpg;4608;3456;3;00062393;Unspecified;0;0;1378;2907;1795;3438
IMG_20190305_160228.jpg;4608;3456;3;00062393;Unspecified;0;0;1798;2924;2188;3431
IMG_20190305_160228.jpg;4608;3456;3;00062397;Unspecified;0;0;2225;2850;2602;3380
IMG_20190305_160228.jpg;4608;3456;3;00062397;Unspecified;0;0;2610;2890;3001;3426
IMG_20190305_160228.jpg;4608;3456;3;00062394;Unspecified;0;0;3021;2879;3411;3403
IMG_20190305_160228.jpg;4608;3456;3;00062394;Unspecified;0;0;3411;2898;3835;3403
IMG_20190305_160228.jpg;4608;3456;3;00062390;Unspecified;0;0;3848;2900;4263;3402
IMG_20190305_160228.jpg;4608;3456;3;00062390;Unspecified;1;1;4260;2897;4608;3401
IMG_20190305_160229.jpg;4608;3456;3;00062393;Unspecified;0;0;1347;2913;1743;3434
IMG_20190305_160229.jpg;4608;3456;3;00062393;Unspecified;0;0;1747;2920;2143;3424
IMG_20190305_160229.jpg;4608;3456;3;00062397;Unspecified;0;0;2175;2850;2551;3378
IMG_20190305_160229.jpg;4608;3456;3;00062397;Unspecified;0;0;2560;2881;2955;3415
IMG_20190305_160229.jpg;4608;3456;3;00062394;Unspecified;0;0;2976;2870;3361;3381
IMG_20190305_160229.jpg;4608;3456;3;00062394;Unspecified;0;0;3364;2888;3775;3386
IMG_20190305_160229.jpg;4608;3456;3;00062390;Unspecified;0;0;3793;2888;4205;3385
IMG_20190305_160229.jpg;4608;3456;3;00062390;Unspecified;0;0;4196;2882;4594;3384
IMG_20190305_160229.jpg;4608;3456;3;03001210;Unspecified;0;0;1324;724;1863;1446
IMG_20190305_160229.jpg;4608;3456;3;03001210;Unspecified;0;0;1875;741;2375;1439
IMG_20190305_160229.jpg;4608;3456;3;label_03001210;Unspecified;0;0;1524;1490;2185;1802
IMG_20190305_160229.jpg;4608;3456;3;03001211;Unspecified;0;0;2424;722;2943;1446
IMG_20190305_160229.jpg;4608;3456;3;03001211;Unspecified;0;0;2948;720;3499;1446
IMG_20190305_160229.jpg;4608;3456;3;label_03001211;Unspecified;0;0;2562;1483;3219;1808
IMG_20190305_160229.jpg;4608;3456;3;03001220;Unspecified;0;0;3480;910;4018;1436
IMG_20190305_160229.jpg;4608;3456;3;03001220;Unspecified;0;0;3492;386;4052;931
IMG_20190305_160229.jpg;4608;3456;3;03001220;Unspecified;0;0;4030;373;4597;917
IMG_20190305_160229.jpg;4608;3456;3;03001220;Unspecified;0;0;4002;915;4553;1437
IMG_20190305_160229.jpg;4608;3456;3;label_03001220;Unspecified;0;0;3770;1478;4436;1805
IMG_20190305_160236.jpg;4608;3456;3;00062393;Unspecified;0;0;948;1911;1477;2444
IMG_20190305_160236.jpg;4608;3456;3;00062393;Unspecified;0;0;1486;1929;1977;2431
IMG_20190305_160236.jpg;4608;3456;3;00062397;Unspecified;0;0;2022;1909;2480;2427
IMG_20190305_160236.jpg;4608;3456;3;00062397;Unspecified;0;0;2489;1927;2976;2437
IMG_20190305_160236.jpg;4608;3456;3;00062394;Unspecified;0;0;2999;1911;3480;2428
IMG_20190305_160236.jpg;4608;3456;3;00062394;Unspecified;0;0;3481;1933;3999;2433
IMG_20190305_160236.jpg;4608;3456;3;00062390;Unspecified;0;0;4004;1938;4543;2438
IMG_20190305_160236.jpg;4608;3456;3;label_00062393;Unspecified;0;0;927;2637;1696;3044
IMG_20190305_160236.jpg;4608;3456;3;label_00062397;Unspecified;0;0;2105;2630;2862;3059
IMG_20190305_160236.jpg;4608;3456;3;label_00062394;Unspecified;0;0;3230;2635;3972;3041
IMG_20190305_160240.jpg;4608;3456;3;00062390;Unspecified;0;0;3689;2109;4153;2654
IMG_20190305_160240.jpg;4608;3456;3;00062390;Unspecified;0;0;4107;2114;4606;2654
IMG_20190305_160240.jpg;4608;3456;3;label_03001210;Unspecified;0;0;878;174;1786;659
IMG_20190305_160240.jpg;4608;3456;3;label_03001211;Unspecified;0;0;2300;238;3160;709
IMG_20190305_160240.jpg;4608;3456;3;label_03001220;Unspecified;1;1;3914;303;4608;760
IMG_20190305_160240.jpg;4608;3456;3;label_00062393;Unspecified;0;0;867;2841;1553;3177
IMG_20190305_160240.jpg;4608;3456;3;00062393;Unspecified;0;0;832;2075;1339;2646
IMG_20190305_160240.jpg;4608;3456;3;00062393;Unspecified;0;0;1345;2098;1799;2646
IMG_20190305_160240.jpg;4608;3456;3;00062397;Unspecified;0;0;1848;2027;2278;2597
IMG_20190305_160240.jpg;4608;3456;3;00062397;Unspecified;0;0;2275;2077;2737;2644
IMG_20190305_160240.jpg;4608;3456;3;label_00062397;Unspecified;0;0;1906;2838;2575;3192
IMG_20190305_160240.jpg;4608;3456;3;label_00062394;Unspecified;0;0;2901;2841;3548;3175
IMG_20190305_160240.jpg;4608;3456;3;00062394;Unspecified;0;0;2760;2069;3195;2629
IMG_20190305_160240.jpg;4608;3456;3;00062394;Unspecified;0;0;3187;2102;3671;2649
IMG_20190305_160240.jpg;4608;3456;3;00062390;Unspecified;0;0;3856;2840;4484;3170
IMG_20190305_160244.jpg;4608;3456;3;03001210;Unspecified;0;0;1037;1673;1679;2587
IMG_20190305_160244.jpg;4608;3456;3;03001210;Unspecified;0;0;1687;1663;2264;2542
IMG_20190305_160244.jpg;4608;3456;3;label_03001210;Unspecified;0;0;1260;2727;2016;3135
IMG_20190305_160244.jpg;4608;3456;3;label_03001211;Unspecified;0;0;2445;2727;3187;3134
IMG_20190305_160244.jpg;4608;3456;3;03001211;Unspecified;0;0;2308;1698;2913;2628
IMG_20190305_160244.jpg;4608;3456;3;03001211;Unspecified;0;0;2916;1700;3561;2624
IMG_20190305_160244.jpg;4608;3456;3;label_03001220;Unspecified;0;0;3832;2735;4561;3134
IMG_20190305_160244.jpg;4608;3456;3;03001220;Unspecified;0;0;3561;1366;4235;2041
IMG_20190305_160244.jpg;4608;3456;3;03001220;Unspecified;0;0;3547;2011;4161;2596
IMG_20190305_160244.jpg;4608;3456;3;03001220;Unspecified;1;1;4208;1370;4608;2065
IMG_20190305_160244.jpg;4608;3456;3;03001220;Unspecified;1;1;4111;1967;4608;2635
IMG_20190305_160248.jpg;4608;3456;3;label_00021624;Unspecified;0;0;1253;2402;1980;2802
IMG_20190305_160248.jpg;4608;3456;3;00021624;Unspecified;0;0;1409;1187;2056;2298
IMG_20190305_160248.jpg;4608;3456;3;00021624;Unspecified;0;0;2113;1203;2741;2300
IMG_20190305_160248.jpg;4608;3456;3;label_00050887;Unspecified;0;0;3152;2425;3869;2819
IMG_20190305_160248.jpg;4608;3456;3;00050887;Unspecified;0;0;3006;1589;3526;2080
IMG_20190305_160248.jpg;4608;3456;3;00050887;Unspecified;0;0;3525;1597;4056;2119
IMG_20190305_160248.jpg;4608;3456;3;00050887;Unspecified;0;0;4051;1608;4569;2103
IMG_20190305_160251.jpg;4608;3456;3;00050887;Unspecified;0;0;2912;1821;3415;2348
IMG_20190305_160251.jpg;4608;3456;3;00050887;Unspecified;0;0;3408;1828;3909;2392
IMG_20190305_160251.jpg;4608;3456;3;00050887;Unspecified;0;0;3899;1831;4380;2380
IMG_20190305_160251.jpg;4608;3456;3;label_00050887;Unspecified;0;0;3045;2692;3666;3031
IMG_20190305_160251.jpg;4608;3456;3;00021624;Unspecified;0;0;1412;1438;2026;2548
IMG_20190305_160251.jpg;4608;3456;3;00021624;Unspecified;0;0;2081;1451;2695;2555
IMG_20190305_160251.jpg;4608;3456;3;label_00021624;Unspecified;0;0;1300;2680;1966;3022
IMG_20190305_160251.jpg;4608;3456;3;00050887;Unspecified;0;1;2785;1603;3157;2131
IMG_20190305_160251.jpg;4608;3456;3;label_00062393;Unspecified;0;0;921;24;1756;500
IMG_20190305_160251.jpg;4608;3456;3;label_00062397;Unspecified;0;0;2194;84;3008;553
IMG_20190305_160251.jpg;4608;3456;3;label_00062394;Unspecified;0;0;3396;141;4172;608
IMG_20190305_160254.jpg;4608;3456;3;label_00050887;Unspecified;0;0;1173;2804;1837;3152
IMG_20190305_160254.jpg;4608;3456;3;00021624;Unspecified;0;0;202;1513;978;2658
IMG_20190305_160254.jpg;4608;3456;3;00050887;Unspecified;0;0;1202;1886;1709;2479
IMG_20190305_160254.jpg;4608;3456;3;00050887;Unspecified;0;0;1708;1899;2199;2492
IMG_20190305_160254.jpg;4608;3456;3;00050887;Unspecified;0;0;2198;1898;2690;2444
IMG_20190305_160254.jpg;4608;3456;3;00050886;Unspecified;0;0;2892;1903;3402;2627
IMG_20190305_160254.jpg;4608;3456;3;00050886;Unspecified;0;0;3457;1876;3996;2567
IMG_20190305_160254.jpg;4608;3456;3;00050886;Unspecified;1;0;4040;1898;4608;2604
IMG_20190305_160254.jpg;4608;3456;3;label_00050886;Unspecified;0;0;2956;2802;3591;3145
IMG_20190305_160254.jpg;4608;3456;3;label_00062397;Unspecified;1;1;1;151;581;613
IMG_20190305_160254.jpg;4608;3456;3;label_00062394;Unspecified;0;0;1004;158;1857;647
IMG_20190305_160254.jpg;4608;3456;3;label_00062390;Unspecified;0;0;2289;207;3116;671
IMG_20190305_160254.jpg;4608;3456;3;label_00062413;Unspecified;0;0;3562;246;4375;712
IMG_20190305_160257.jpg;4608;3456;3;label_00062413;Unspecified;1;0;3412;1;4155;318
IMG_20190305_160257.jpg;4608;3456;3;label_00062390;Unspecified;1;0;2256;1;3023;266
IMG_20190305_160257.jpg;4608;3456;3;00021624;Unspecified;0;0;87;1385;845;2553
IMG_20190305_160257.jpg;4608;3456;3;label_00050887;Unspecified;0;0;1011;2647;1798;3056
IMG_20190305_160257.jpg;4608;3456;3;00050887;Unspecified;0;0;1112;1790;1664;2282
IMG_20190305_160257.jpg;4608;3456;3;00050887;Unspecified;0;0;1657;1798;2192;2285
IMG_20190305_160257.jpg;4608;3456;3;00050887;Unspecified;0;0;2193;1796;2718;2286
IMG_20190305_160257.jpg;4608;3456;3;label_00050886;Unspecified;0;0;3053;2625;3816;3015
IMG_20190305_160257.jpg;4608;3456;3;00050886;Unspecified;0;0;2935;1811;3463;2509
IMG_20190305_160257.jpg;4608;3456;3;00050886;Unspecified;0;0;3551;1805;4096;2469
IMG_20190305_160257.jpg;4608;3456;3;00050886;Unspecified;1;1;4169;1802;4608;2484
IMG_20190305_160300.jpg;4608;3456;3;00050887;Unspecified;0;0;259;1680;862;2122
IMG_20190305_160300.jpg;4608;3456;3;00050887;Unspecified;0;1;858;1676;1109;2071
IMG_20190305_160300.jpg;4608;3456;3;00050887;Unspecified;1;1;1;1671;277;2176
IMG_20190305_160300.jpg;4608;3456;3;00050886;Unspecified;0;0;1107;1705;1655;2420
IMG_20190305_160300.jpg;4608;3456;3;00050886;Unspecified;0;0;1848;1710;2382;2380
IMG_20190305_160300.jpg;4608;3456;3;00050886;Unspecified;0;0;2458;1710;3001;2400
IMG_20190305_160300.jpg;4608;3456;3;label_00050886;Unspecified;0;0;892;2529;1685;2942
IMG_20190305_160300.jpg;4608;3456;3;label_00050965;Unspecified;0;0;3458;2534;4232;2948
IMG_20190305_160300.jpg;4608;3456;3;00050965;Unspecified;0;1;3054;1709;3316;2068
IMG_20190305_160300.jpg;4608;3456;3;00050965;Unspecified;0;0;3313;1728;3857;2157
IMG_20190305_160300.jpg;4608;3456;3;00050965;Unspecified;0;0;3850;1737;4409;2200
IMG_20190305_160300.jpg;4608;3456;3;00050965;Unspecified;1;0;4400;1753;4608;2198
IMG_20190305_160300.jpg;4608;3456;3;00050886;Unspecified;0;1;1613;1702;1868;2257
IMG_20190305_160302.jpg;4608;3456;3;00050887;Unspecified;0;0;319;1707;923;2141
IMG_20190305_160302.jpg;4608;3456;3;00050887;Unspecified;1;1;1;1700;329;2188
IMG_20190305_160302.jpg;4608;3456;3;00050887;Unspecified;0;1;902;1700;1157;2086
IMG_20190305_160302.jpg;4608;3456;3;00050886;Unspecified;0;0;1157;1727;1688;2434
IMG_20190305_160302.jpg;4608;3456;3;00050886;Unspecified;0;0;1885;1731;2385;2400
IMG_20190305_160302.jpg;4608;3456;3;00050886;Unspecified;0;0;2495;1727;3036;2417
IMG_20190305_160302.jpg;4608;3456;3;label_00050886;Unspecified;0;0;950;2548;1729;2955
IMG_20190305_160302.jpg;4608;3456;3;label_00050965;Unspecified;0;0;3496;2562;4270;2963
IMG_20190305_160302.jpg;4608;3456;3;00050965;Unspecified;0;1;3085;1724;3349;2096
IMG_20190305_160302.jpg;4608;3456;3;00050965;Unspecified;0;0;3349;1754;3889;2171
IMG_20190305_160302.jpg;4608;3456;3;00050965;Unspecified;0;0;3885;1768;4448;2227
IMG_20190305_160302.jpg;4608;3456;3;label_00062395;Unspecified;1;0;3805;1;4575;223
IMG_20190305_160302.jpg;4608;3456;3;label_00062412;Unspecified;1;0;2562;1;3305;199
IMG_20190305_160308.jpg;4608;3456;3;00050887;Unspecified;1;1;1;1703;316;2098
IMG_20190305_160308.jpg;4608;3456;3;00050886;Unspecified;0;0;461;1713;1043;2400
IMG_20190305_160308.jpg;4608;3456;3;00050886;Unspecified;0;0;1219;1703;1747;2365
IMG_20190305_160308.jpg;4608;3456;3;00050886;Unspecified;0;0;1833;1693;2405;2376
IMG_20190305_160308.jpg;4608;3456;3;label_00050886;Unspecified;0;0;136;2510;905;2920
IMG_20190305_160308.jpg;4608;3456;3;label_00050965;Unspecified;0;0;2701;2500;3506;2923
IMG_20190305_160308.jpg;4608;3456;3;00050965;Unspecified;0;0;2704;1678;3243;2113
IMG_20190305_160308.jpg;4608;3456;3;00050965;Unspecified;0;0;3243;1680;3825;2144
IMG_20190305_160308.jpg;4608;3456;3;00050965;Unspecified;0;0;3825;1675;4411;2135
IMG_20190305_160310.jpg;4608;3456;3;00050887;Unspecified;0;1;2;1623;272;2013
IMG_20190305_160310.jpg;4608;3456;3;00050886;Unspecified;0;0;442;1637;1018;2328
IMG_20190305_160310.jpg;4608;3456;3;00050886;Unspecified;0;0;1197;1646;1719;2311
IMG_20190305_160310.jpg;4608;3456;3;00050886;Unspecified;0;0;1831;1647;2346;2335
IMG_20190305_160310.jpg;4608;3456;3;label_00050886;Unspecified;0;0;102;2428;874;2837
IMG_20190305_160310.jpg;4608;3456;3;label_00050965;Unspecified;0;0;2656;2466;3448;2901
IMG_20190305_160310.jpg;4608;3456;3;00050965;Unspecified;0;0;2678;1657;3219;2089
IMG_20190305_160310.jpg;4608;3456;3;00050965;Unspecified;0;0;3219;1671;3792;2137
IMG_20190305_160310.jpg;4608;3456;3;00050965;Unspecified;0;0;3790;1673;4382;2134
IMG_20190305_160314.jpg;4608;3456;3;00050887;Unspecified;1;1;171;3060;587;3456
IMG_20190305_160314.jpg;4608;3456;3;00050886;Unspecified;1;1;820;3132;1215;3456
IMG_20190305_160314.jpg;4608;3456;3;00050886;Unspecified;1;1;1218;3146;1607;3456
IMG_20190305_160314.jpg;4608;3456;3;00050886;Unspecified;1;1;1687;3116;2063;3456
IMG_20190305_160314.jpg;4608;3456;3;label_00062412;Unspecified;0;0;1146;2279;1839;2663
IMG_20190305_160314.jpg;4608;3456;3;00062412;Unspecified;0;0;1176;1582;1687;1876
IMG_20190305_160314.jpg;4608;3456;3;00062412;Unspecified;0;0;1696;1582;2198;1898
IMG_20190305_160314.jpg;4608;3456;3;00062412;Unspecified;0;1;1197;1874;1697;2041
IMG_20190305_160314.jpg;4608;3456;3;00062412;Unspecified;0;1;1694;1863;2074;2049
IMG_20190305_160314.jpg;4608;3456;3;label_00062413;Unspecified;0;0;56;2268;732;2646
IMG_20190305_160314.jpg;4608;3456;3;00062413;Unspecified;0;0;144;1636;579;2077
IMG_20190305_160314.jpg;4608;3456;3;00062413;Unspecified;0;0;580;1643;1063;2079
IMG_20190305_160314.jpg;4608;3456;3;label_00062395;Unspecified;0;0;2322;2288;3044;2690
IMG_20190305_160314.jpg;4608;3456;3;00062395;Unspecified;0;0;2185;1609;2692;1924
IMG_20190305_160314.jpg;4608;3456;3;00062395;Unspecified;0;0;2183;1895;2702;2214
IMG_20190305_160314.jpg;4608;3456;3;00062395;Unspecified;0;0;2699;1602;3233;1939
IMG_20190305_160314.jpg;4608;3456;3;00062395;Unspecified;0;0;2696;1886;3235;2235
IMG_20190305_160314.jpg;4608;3456;3;label_00062396;Unspecified;0;0;3498;2306;4274;2718
